,Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,keyword
65,5,"['restoration', 'project', 'manager']",$39K-$102K (Glassdoor est.),"Job Summary*
Supervises and coordinates activities of restoration technicians. Responsible for project coordination and documentation.
General Accountability*
Inspection of new jobs and assessment of damage
Estimate material or worker requirements to complete jobs.
Plan and execute procedures necessary to restore building damage
Job Documentation - Record information such as personnel, production, or operational data on specified forms or reports electronically
Examine and inspect work progress, equipment, and construction sites to verify safety and to ensure that specifications are met
Supervise, coordinate, or schedule the activities of construction workers and laborers.
Confer with managerial personnel, other departments, or contractors to resolve problems or to coordinate activities.
Coordinate work activities with other subcontractors
Order or requisition materials or supplies
Locate, measure, and mark site locations or placement of structures or equipment, using measuring and marking equipment
Assign work to employees, based on material or worker requirements of specific jobs.
\*The company reserves the right to add or change duties at any time.
Job Qualifications*
Education: High school diploma or equivalent
Experience: 5-7 years of related experience in the construction/restoration field
Skills*
Excellent verbal and written communication
Critical thinking
Problem solving
Time management
Management of personnel resources
Customer Service
Tech savvy
Job Type: Full-time

Pay: $60,000.00 - $80,000.00 per year

Experience:
Construction Management: 5 years (Preferred)
Education:
Associate (Preferred)
License:
IICRC (Preferred)
Project Management (Preferred)
Additional Compensation:
Bonuses
Work Location:
One location
Benefits:
Paid time off
Flexible schedule",-1.0,Dry Kings Restoration,"San Rafael, CA",-1,-1,-1,-1,-1,-1,-1,-1,"project,manager"
66,6,"['assistant', 'project', 'manager']",$39K-$102K (Glassdoor est.),"*_Duties/Responsibilities will Include: _*

Manage project submittal process and RFI's.

Assist in scheduling and project work plan.

Assist in quantified takeoffs.

Attend pre-bid meetings, obtain subcontractor quotes and estimates.

Assist in preparation of project bid estimates.

Assist in procurement of project materials.

Track material deliveries.

*\_*\_
_\*_\*

*_Qualifications: _*

Strong computer skills

Must know P6 program for scheduling

Good math and accounting skills

Strong management skills, excellent time management skills and team player.

Exhibits strong client relationships.

Confident worker.

Bachelors Degree in Construction Management or Engineering is a must.

*_Location: _*

Most work will be done at our Office in Concord, CA.

*_Compensation: _*

Salary is negotiable. Position includes good medical insurance, profit sharing and vacation.

Job Type: Full-time

Benefits:
* Health Insurance
* Retirement Plan
Schedule:
* Monday to Friday

COVID-19 considerations:
To keep our employees safe we are practicing 6 ft social distancing in the Office.

Work Location:
* One location

Company's website:
* Caroneandcompany.com

Work Remotely:
* No",-1.0,Paving/Grading/ Underground Utility Contractor,"Concord, CA",-1,-1,-1,-1,-1,-1,-1,-1,"project,manager"
67,7,"['assistant', 'project', 'manager']",$39K-$102K (Glassdoor est.),"*_Duties/Responsibilities will Include: _*

Manage project submittal process and RFI's.

Assist in scheduling and project work plan.

Assist in quantified takeoffs.

Attend pre-bid meetings, obtain subcontractor quotes and estimates.

Assist in preparation of project bid estimates.

Assist in procurement of project materials.

Track material deliveries.

*\_*\_
_\*_\*

*_Qualifications: _*

Strong computer skills

Must know P6 program for scheduling

Good math and accounting skills

Strong management skills, excellent time management skills and team player.

Exhibits strong client relationships.

Confident worker.

Bachelors Degree in Construction Management or Engineering is a must.

*_Location: _*

Most work will be done at our Office in Concord, CA.

*_Compensation: _*

Salary is negotiable. Position includes good medical insurance, profit sharing and vacation.

Job Type: Full-time

Benefits:
* Health Insurance
* Retirement Plan
Schedule:
* Monday to Friday

COVID-19 considerations:
To keep our employees safe we are practicing 6 ft social distancing in the Office.

Work Location:
* One location

Company's website:
* Caroneandcompany.com

Work Remotely:
* No",-1.0,Paving/Grading/ Underground Utility Contractor,"Concord, CA",-1,-1,-1,-1,-1,-1,-1,-1,"project,manager"
68,10,"['solar', 'project', 'development', 'manager']",$39K-$102K (Glassdoor est.),"Position Summary -- Solar Project Development Manager*
Located in San Francisco, the Solar Project Development Manager will be responsible for managing a cross functional team of financing experts, construction and engineering staff, legal staff and other project stakeholders to assure the completion of utility scale solar projects on time and within budget.

The Project Development Manager will have extensive Project Management expertise and can display their ability to plan and manage multiple internal and external resources to get their project done on time and within budget. They must have proven experience managing complicated projects in development and/or construction. The Project Development Manager will report to the Director of Project Development.
Principal Responsibilities*
Develop individual project development plans, schedules, risk assessments, milestones and deadlines to ensure projects are on track through all phases
Create and manage project budgets (development, construction, and operation) and implement and manage payment schedules
Coordinate activities to establish financeable lease/purchase options and site control agreements
Assemble Permitting Plan with Engineering and Construction which will assure timely execution of permits and licenses for interconnection and transmission
Conduct due diligence on potential solar sites, evaluate the suitability of identified sites and participate in the review and analysis of various reports (i.e. environmental, geo-tech, etc.).
Liaise and manage relationships with governmental entities, and environmental and engineering firms to meet all land use, interconnection, PPA and permitting requirements
Manage interconnection, transmission and PPA agreement review and negotiations with utilities
Collaborate with legal department in drafting and negotiating agreements
Contract management of the project contracts, ensuring compliance with the terms and conditions as well as analyzing the agreements for the purpose of maximizing financial and operational performance and minimizing risk.
Understand relevant state, county and city codes, procedures and regulations required by local planning and building departments
Supervise engineering, procurement and construction process
Manage internal approvals and conduct Management Briefings weekly
Outline and manage project due diligence for Sales and M&A activities
Job Type: Full-time

Experience:
Project Management: 3 years (Preferred)
Work Location:
One location",-1.0,Idemitsu Renewables,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1,"project,manager"
69,11,"['estimator', 'project', 'manager']",$39K-$102K (Glassdoor est.),"Diamond Fence is looking to fill an estimator/ project manager position in San Jose. Responsibilities include:
Communicate with customers and team members regarding new and current projects
Review plans and specifications to identify and understand the scope of work
Prepare estimates and submit in a timely manor
Manage bid pricing from all vendors and subcontractors
Prepare cost analysis
Meet with customers on construction sites to review job requirement
Review contracts
Manage awarded and assigned projects through the construction process
Requirements for the position
3 years experience in construction estimation
Ability to read construction plans and develop cost estimates
A background in installation of Chain Link and Ornamental Iron fencing is highly desirable
A CA Drivers License
The ability to legally work in the United States
Proficient with MS Office (Word, Excel, and Outlook)
Job Type: Full-time

Pay: $70,000.00 - $80,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Day shift
Monday to Friday
COVID-19 considerations:
All precautions are taken to prevent the spread of Covid-19

Experience:
Estimating: 3 years (Preferred)
Education:
Associate (Preferred)
License:
Ca (Required)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
Detail-oriented -- would rather focus on the details of work than the bigger picture
Autonomous/Independent -- enjoys working with little direction
This Job Is:
A job for which military experienced candidates are encouraged to apply
Open to applicants who do not have a high school diploma/GED
A job for which all ages, including older job seekers, are encouraged to apply
Open to applicants who do not have a college diploma
Company's website:
www.diamondfenceco.com
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",5.0,"Diamond Fence Company, Inc.
5.0","San Jose, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,"project,manager"
70,12,"['construction', 'project', 'manager']",$39K-$102K (Glassdoor est.),"PROJECT MANAGER

Firm:
BERGEMAN GROUP
www.bergemangroup.com
Construction Management Consulting Firm
Location: Los Angeles, CA
Job Starts: Open Immediately

Description:
The Project Manager leads the project team that is responsible for ensuring the successful completion of a project from due diligence through bidding, construction and finally, close out. The Project Manager is the point person managing the relationship with the client through effective and regular communication, ensuring reasonable expectations are established and ensuring that results are delivered on time and on budget.

The Project Manager is responsible for maintaining the profitability of the project for Bergeman Group while ensuring client satisfaction. Project Managers are also responsible for identifying new opportunities to appropriately expand the scope of services with the existing client.

Responsibilities
General
Serve as the primary point of contact for the Client and ensure that expectations are met and reflect the duties and deliverables outlined in the BG-Owner contract agreement.
Develop a communication plan to include reporting protocols, meetings schedules, key contacts and Client signoff. Maintain regular contact with the Client, providing regular updates according to established communication plan.
Work with Project Accounting to keep budget update to date. Manage the budgets and maintain BG's profitability on all projects for which the PM is responsible.
Ensure that the project team understands the scope, budget and deliverables outlined in each contract agreement. The agreed upon budget and level of service will dictate the depth, breadth and level of detail of deliverables and level of service.
Oversee and monitor the project team; BG, Owner, Contractors, Consultants, Manufacturers, Public Authorities, etc.
Prepare, distribute, and maintain all correspondence including memos, meeting minutes, letters, checklists, client update reports, and other similar project reporting documents and/or assign a member of the Project Team to manage and ensure that it is completed.
Prepare project progress reports, and at all times keep senior leaders informed of what is transpiring with the clients and projects.
Ensure that project and software tools are up-to-date to enable accurate progress and accounting reporting.
Plan and facilitate design development, pre-bid, construction, owner update, scheduling, and other coordination meetings.
For each project, take the necessary steps to manage BG's cash flow, including monthly review of client billings and accounts receivable. Take the necessary steps to ensure timely payments from clients, including coordinating invoicing changes with the BG accounting department if needed.
Project Managers will likely be responsible for multiple projects at the same time, and the Project Team may vary from project to project.
As the primary contact with the Client, the Project Manager is responsible for identifying new opportunities such as expanded services or changes in the scope of work
Pre-Construction Phase
Verify that contracts for BG's services are approved, signed and executed, work with Client Services to ensure a seamless transition from project sales to active project management.
Work with Client Services and Project Accounting to ensure that that project start-up requirements are followed and correctly set up in project management software and tools.
Leveraging the BG process, develop the work plan for each project, reflecting the agreed upon budget, scope and deliverables, and coordinate with the senior leaders to establish the project team, budget, and schedule.
During design development, communicate to BG Design Specialists and Consultants the project's goals and restrictions including the intent of BG's scope, the needed construction documents, start and completion schedules, and budget constraints.
Pre-qualify contractors and when possible assist Design Consultants with the assembly and distribution of bid packages for contractor pricing. Provide for bid coordination including assisting owners with bid opening, review, and presentation of bid summary documents.
Assist clients with contract negotiations and prepare Owner-Contractor agreements for BG's clients when requested.
Track and distribute architect's supplemental instructions (ASI), bulletins, field directives and similar documents prepared by BG's Design Specialists and/or Consultants.
Negotiate and prepare Owner-Contractor change orders in a timely manner on the client's behalf.
Verify that shop drawings, submittals, and requests for information (RFI's) are checked by BG's Construction Services or Design staff or consultants and that they are returned to Owners and contractors in a reasonable time so as to avoid delays to the project.
Construction Phase
Evaluate construction progress and anticipate project troubles or delays. Advise the client when the contractors' progress will exceed contractual limits. Negotiate any additional fees with the client if they are necessary for continuation of BG's services due to the contractors extended construction period or owner approved changes.
If within BG's scope, examine monthly contractor applications for payment and validate against actual work completed in the field. Upon validation, forward applications for payment to the Owner, including lien releases, for distribution of funds to the contractor.
When additional drawings, details, or specifications are needed to clarify conditions during construction, coordinate our response with the appropriate BG Design Specialists or Consultants.
Assist BG Field Services team with punch lists and final inspections. Using this information, prepare certificates of substantial completion for each project when necessary. After completion of the punch list, and execution of all warranty and project closeout documents, forward the contractors' final application for payment to the Owner, including lien releases, for final distribution of funds.
Qualifications
Graduate from a 4-year college or university with a degree in architecture, engineering, construction management, or a similarly related field, or have demonstrated competence to function in this position.
5 years of related industry experience.
Capable of preparing written documentation such as letters and reports on a professional level.
Ability to manage people and possess the communication skills to manage the project team and its participants.
Prioritize and delegate tasks and have the ability to multi-task.
Possess a detail-oriented approach
Have advanced knowledge of MS Office, Deltek DPS, Owner-Insite, etc. Working knowledge of AutoCAD is helpful.
Interested in obtaining one or more credentials such as CCCS, AIC, CPC, RRO, RWC, etc.
Strongly encouraged to become licensed in your field of study.
Benefits:
Salary
Paid Time Off
Bonus Program
Profit Sharing Program
401k Program
Medical, Vision and Dental Benefits Included
Paid Parking
Team Atmosphere

Job Type: Full-time

COVID-19 considerations:
To keep employees and clients safe, masks, gloves, safety glasses and other PPE will be provided and is required on job sites and in accordance with laws and regulations.

Additional Compensation:
Bonuses
Work Location:
One location
Company's website:
www.bergemangroup.com
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",2.2,"Bergeman Project Group
2.2","San Francisco, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,"project,manager"
71,13,"['structures', 'project', 'manager']",$39K-$102K (Glassdoor est.),"JOB SUMMARY*
This position will help lead the Structures division. Structures Project Manager manages the overall project direction, completion and financial outcome for assigned projects. The Structures Project Manager is responsible for directing and mentoring on-site staff and off site activities. The position requires business management acumen and must demonstrate strong leadership, knowledge of contracts, organizational and time management skills, as well as have strong communication and client service skills.
ESSENTIAL DUTIES AND RESPONSIBILITITES* include the following. Other duties may be assigned.
Manages and/or coordinates Company personnel and resources;
Oversees and assists the site safety manager;
Assists in estimating efforts;
Performs constructability reviews;
Prepares and executes Project Execution Plan;
Oversees project permit process;
Prepares subcontracts, purchase orders and oversees procurement process;
Oversees cost control and change management systems;
Maintains relationships with clients, designers, consultants and internal GCC clients;
Prepares initial master schedule and oversees updates;
Compiles reports regarding financial performance of the project;
Prepares monthly client project status reports, as required;
Reviews and approves Trade Contractor Payment Applications with Superintendent;
Reviews GCC pay application to owner and ensure monthly submission when costs are incurred;
Attends and leads project meetings, including progress, pre-construction and pre-award;
Reviews inspection and test data for compliance with specifications;
Develops and maintains site logistics plan, in coordination with Superintendent;
Set-ups QA/QC procedures and conduct quality inspections;
Communicates and enforces Safety and Health Management Program;
Demonstrates commitment to an Injury-Free Environment through own actions and mentoring others;
Oversees project close-out;
Owner contact for post-construction, including warranty period.
Supports achievement of the company’s organizational goals and objectives by being cross trained and cross training others to increase knowledge and ability to perform different tasks.
Job Skills & Abilities Guidelines: *
Computer knowledge and efficiency, including Microsoft Office products;
Thorough understanding of Lump Sum, and unit price contracts;
Strong written and verbal communication skills;
Good math/accounting skills;
Strong management skills;
Functions effectively as part of a team;
Ability to develop or maintain relationships with clients;
Exhibits strong leadership qualities;
Ability to maintain discretion and confidentiality at all times;
Excellent time management and organizational skills;
Strong decision making/problem solving skills.
Education and/or Experience: *
Bachelor’s Degree in Civil Engineering, Construction Management or equivalent education and experience required.
Minimum of 8 years’ Heavy Civil construction industry experience, with a proven track record of successfully completed projects required;
Advanced knowledge of construction engineering technology, codes, standards, accounting, etc., plus an in-depth understanding of the interdependence and relationship between other functional units required.
Thorough understanding of corporate and industry practices, processes, standards, etc. and their impact on project activities vital.
Demonstrated ability to manage a team of varied disciplines.
SUPERVISORY RESPONSIBILITIES: *
Project Engineer/Temporary/Summer Staff as assigned.
EQUIPMENT USE*
Telephone – Frequently
Small Hand Tools – Moderate
Copier – Occasionally
Computer – Moderate
SOFTWARE USE*
Spectrum, Microsoft Office Suite,
SPECIAL CONDITIONS OF EMPLOYMENT*
Pre-employment background screening investigation results that are acceptable to GCC at GCC’s sole discretion.
Drug/alcohol test (negative test results).
Background/security clearance (if applicable).
Valid driver’s license and clean driving record.
Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Employee Assistance Program
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Parental Leave
Professional Development Assistance
Retirement Plan
Tuition Reimbursement
Vision Insurance
Schedule:
Monday to Friday
Experience:
Construction/Engineer: 8 years (Preferred)
Project Management: 4 years (Preferred)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Innovative -- prefers working in unconventional ways or on tasks that require creativity
This Company Describes Its Culture as:
Innovative -- innovative and risk-taking
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
Detail-oriented -- quality and precision-focused
Work Remotely:
No",3.2,"Ghilotti Construction Company
3.2","San Rafael, CA",-1,201 to 500 Employees,1992,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,"project,manager"
72,14,"['project', 'manager']",$39K-$102K (Glassdoor est.),"PROJECT MANAGER*
CONSTRUCTION*
Join the 4th largest PLUMBING Construction Company in the USA!!*
Multifamily Projects in California ONLY _(and we're still the 4th largest)_*
Take your construction Project Management skills to a new level at AMPAM Parks Mechanical. You will work on projects from 100 to 1800 units where your skills will be applied to coordinating; monitoring; scheduling; sequencing and document control. You will be involved with project set-up, pre-construction and design management! To achieve this YOU will be a relationship builder AND a negotiator… both a team player and individual player.
REQUIRED: *
BS/BA or 4 yers experience
Able to read construction Plans, Spec’s and Blueprints
RFI –writing and processing
High-Rise Experience (multifamily, mixed use, hotel...)

PLUMBING is a plus.
Bluebeam is a plus.
PMP is a plus.

AMPAM Parks Mechanical is an equal opportunity employer
AMPAM Parks Mechanical supports the Fair Chance Initiative

Candidates for employment must be eligible to work in the United States without the need for sponsorship now or in the future.

Job Type: Full-time

Education:
Bachelor's (Preferred)
Work authorization:
United States (Required)
Benefits:
Health insurance
Dental insurance
Retirement plan
Paid time off
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
People-oriented -- enjoys interacting with people and working on group projects
Autonomous/Independent -- enjoys working with little direction
This Company Describes Its Culture as:
Outcome-oriented -- results-focused with strong performance culture
Stable -- traditional, stable, strong processes
People-oriented -- supportive and fairness-focused
Schedule:
Monday to Friday
Company's website:
www.ampam.com
Company's Facebook page:
https://www.facebook.com/ampamparks/?ref=bookmarks
Benefit Conditions:
Waiting period may apply
Work Remotely:
No",3.4,"AMPAM Parks Mechanical Inc.
3.4","San Jose, CA",-1,1001 to 5000 Employees,1973,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,"project,manager"
73,15,"['project', 'manager']",$39K-$102K (Glassdoor est.),"DeSilva Gates Construction, LP, Northern California's premier heavy civil engineering contractor, is seeking Project Managers to be a part of our successful management team in the San Francisco Bay Area. We have an extensive portfolio of public and private projects that will provide you with the opportunity to challenge and grow in your construction career as a Project Manager.
Responsibilities and Duties*
It is desired that the successful Project Manager candidate will have a *minimum of 10 years' experience managing safety and construction on civil engineering projects*.

An Undergraduate degree in construction management or civil engineering preferred. Candidate must be computer proficient, able to prioritize tasks, and effectively communicate verbally and in writing with clients, and team members.
Qualifications and Skills*
Reporting to a Construction Manager, the Project Manager will be responsible for but not limited to:
Managing one or more direct reports
Understanding our clients' needs and the scope of the project
Scheduling CPM and 3 Week, and 9 Day
Pre costing activities of work
Managing the cost report and AR and AP
Conducting site safety surveys to evaluate safety program implementation
Monitor subcontractor safety performance to ensure Cal-OSHA compliance
Implement and enforce company and client safety policies
Other duties as directed by the Construction Manager
Benefits*
DeSilva Gates Construction offers an excellent compensation and benefit package including medical, dental and vision plans, life insurance, disability insurance, 401K, profit sharing, paid holidays and vehicle allowance. Please send resume, and cover letter stating salary requirement. Please include Project Manager in the subject line. DeSilva Gates Construction is committed to creating a diverse work environment, and is proud to be an equal opportunity / affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age or veteran status.

For more information about DeSilva Gates Construction, the Project Manager position, and a list of our current and past projects, please visit our web site at www.desilvagates.com.

Job Type: Full-time

Work Location:
Multiple locations",2.9,"DeSilva Gates Construction
2.9","Dublin, CA",-1,201 to 500 Employees,1995,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,"project,manager"
74,16,"['construction', 'project', 'manager']",$39K-$102K (Glassdoor est.),"We are adding a *Construction Project Manager *to our growing team!
ABOUT AMERICAN CAPITAL GROUP*
Locally founded in 1986, American Capital Group is a fully-integrated real estate development company. Over the last 33 years, our company has developed and built more than 80 multifamily properties across twelve states. We remain an industry leader because we know and internally manage Engineering and Design, Acquisitions, Development, Construction, Property Management, and Asset Management. We strongly value teamwork, integrity, transparency and producing the highest quality product for our investors and customers.
MISSION AND VISION: *
At American Capital Group, our mission is to demonstrate excellence in designing, developing, building, and managing real property through teamwork and integrity. Our dedicated professionals provide quality and value for our customers, profitability for our investors, and a lasting contribution to the community.
SUMMARY: *
We are searching for a *Construction Project Manager *to help lead the production of our multifamily developments. In this role, you will report directly to the Vice President of Construction and other executive team members and ensure that the job is completed on or before the scheduled completion date while staying within or under budget.
QUALIFICATIONS: *
7+ years’ experience managing large scale multifamily construction projects is required.
Proficiency in MS Project or similar scheduling software required.
Proficiency in MS Office, including Outlook and Excel, is required.
Must demonstrate excellent written and verbal communication skills.
Must possess leadership abilities and be capable of problem-solving.
Ability to read construction plans and specifications is required.
Experience with Procore preferred.
Bachelor’s Degree in Construction Management or related field is preferred.
All candidates must be able to speak, write, and understand English to qualify for this position.
RESPONSIBILITIES: *
(Included but not limited to)
Quantity take-offs and estimating all labor and materials, including material suppliers and sub-contractors.
Procure the lowest competitive bids for all aspects of construction of the assigned projects.
Contact all utilities, city, county, and other appropriate agencies to determine required fees and/or charges for the project.
Work with scheduling department to establish the project schedule and update the project schedule weekly,
Develop building by building tower schedules for the entire assigned project and update weekly.
Supervise the Project Superintendents in scheduling sub-contractors and material deliveries to complete the project.
Identify problems or potential problems as they relate to the organization of the job.
Prioritize tasks to provide a smooth flow of progress throughout the project.
Supervise the tasks and responsibilities assigned to employees and subcontractors.
Make frequent visits to the project site, verifying that the site is organized and clean and that satisfactory progress is being made to meet the established schedule milestones.
Direct with authority the Project Superintendents and being accountable for the entire project.
Negotiate and write all sub-contracts.
Implement material processing
Track all costs incurred.
Review all timesheets submitted by subordinates.
Problem-solve with architects, engineers, and local authorities.
Write and sign all Purchase Orders, change orders, and back charges.
Monitor sub-contractors' agreements and providing written notices if they are not meeting the terms of their commitments.
Assure all procedures and workmanship meet AHBI standards.
Verify that the required inspections are made by the appropriate governing authorities.
Inspect and note deficiencies that need correction before a unit inspection by the owner.
Make sure all requirements are met at close-out of the project, and that permanent occupants are obtained from the governing Building Department.
Verify that the Project Superintendent(s) under his direct supervision regularly update the Total Project Schedule and the Individual Building Tower Schedules, ensuring that the onsite schedule documentation is kept current.
Verify that the project has a complete inventory of tools on file and that the tools are being maintained.
Enforce the Company Safety and Security Policy and Procedures on the project site at all times.
LOCATION: *Lodi, CA
JOB TYPE: *Full-Time/Exempt
CORE BUSINESS HOURS: *7:00 am-5:00 pm M-F
(Additional hours and weekend days may be needed based on the business needs of the company and/or project).
SALARY: *$160,000 - $165,000
BENEFITS: *
Competitive base salary (DOE).
Health coverage for you and your family through medical, dental, and vision plans.
Financial protection through disability, life, accidental death, and dismemberment insurance.
401K plan in which the company matches a percentage of what you contribute!
A generous paid time off program.
10 paid holidays- plus 2 paid personal days!
PRE- EMPLOYMENT SCREENING: *
Candidates selected for hire must be able to pass a pre-employment/post-hire drug screen, and background checks along with taking a personality assessment.
AMERICAN CAPITAL GROUP IS AN EQUAL OPPORTUNITY EMPLOYER/ AFFIRMATIVE ACTION EMPLOYER*
All qualified candidates will receive consideration for employment without regard to race, color, creed, religion, disability, sex, age, ethnic or national origin, marital status, sexual orientation, gender identity or presentation, pregnancy genetics, veteran status, or any other status protected by state or federal law.

EOE/Minorities/Females/Vet/Disability

Please find out more about us on our website: _www.acg.com_

Job Type: Full-time

Pay: $160,000.00 - $165,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
COVID-19 considerations:
Providing masks, gloves, hand sanitizer, disinfecting wipes & spray.

Experience:
Ground-up Multifamily/Hotel Construction: 7 years (Required)
Construction Project Manager: 10 years (Required)
Education:
Bachelor's (Required)
Language:
English (Required)
Work authorization:
United States (Required)
Additional Compensation:
Bonuses
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Detail-oriented -- would rather focus on the details of work than the bigger picture
High stress tolerance -- thrives in a high-pressure environment
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
No",3.8,"American Capital Group
3.8","Lodi, CA",-1,1 to 50 Employees,-1,Company - Private,Real Estate,Real Estate,$5 to $10 million (USD),-1,"project,manager"
75,19,"['production', 'project', 'manager']",$39K-$102K (Glassdoor est.),"Production Project Manager (FSLA Exempt)

Santa Clara Family Health Plan (SCFHP) is a local, community-based health plan dedicated to improving the health and well-being of the residents of Santa Clara County. SCFHP's mission is to provide high quality, comprehensive healthcare coverage for those who do not have access to, or are not able to purchase, good healthcare at an affordable price.
Responsibilities for a Production Project Manager*
Manage fulfillment vendor relationships related to Marketing and Production Services, including RFP process, development and implementation of operational requirements and specifications, contract management, process documentation, performance benchmarks, reporting, opportunities for improvement and issue resolution.
Manage day-to-day communication with fulfillment vendor, coordinating delivery of data and print ready files, proof review, inventory management, and quote approval.
Serve as subject matter expert for fulfillment vendor online system to manage provider directories and letter templates, inventory, document submission, etc.
Identify, track, analyze and report key metrics and performance indicators related to Marketing production and fulfillment, including compliance measures; make recommendations for improvements.
Lead, develop, implement, and oversee new internal fulfillment processes and automation and identify opportunities for process improvement, acting as liaison between business units, Marketing, Information Technology, and Production Services.
Analyze and track compliance with applicable regulatory and reporting requirements; monitor new requirements and update required documents accordingly.
Qualifications for a Production Project Manager*
Bachelor’s Degree in Business Administration, Marketing, Communications or related field, or equivalent experience, training, or coursework.
Minimum three years of experience in managing print production and vendor relationships.
Minimum two years of experience in project management.
Strong computer skills including fluency in Microsoft Word, Excel, PowerPoint, and Adobe Acrobat; ability to learn new systems and use the web for research.
Benefits for a **Production Project Manager*
Competitive salary
Advancement opportunities
Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Employee Assistance Program
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Retirement Plan
Tuition Reimbursement
Vision Insurance
Schedule:
Day shift
Monday to Friday
Experience:
Marketing Production Project Manager: 3 years (Required)
Project Management: 2 years (Required)
Education:
Bachelor's (Required)
Company's website:
www.scfhp.com
Work Remotely:
No",3.4,Von Kaenel Giambruno Real Estate Group,"San Jose, CA",-1,201 to 500 Employees,1997,Government,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,"project,manager"
